Host_ID,Listings,Locations,Property_Count,Total_Reviews,Positive_Reviews,Negative_Reviews,Avg_Sentiment_Score,Avg_Cleanliness_Rating,Avg_Communication_Rating,Avg_Checkin_Rating,Avg_Location_Rating,Avg_Value_Rating,Avg_Price,Avg_Predicted_Price,Price_Delta,Host_Rating,Host_Quality_Score,Is_Superhost,Response_Rate,Avg_Amenities,Avg_Walk_Score,Avg_Lat,Avg_Long,Property_Types,Advantages,Disadvantages,Suggestions,Suggestion_Sources
495824206,1038905827338722922,"Paris, Ile-de-France, France",1,10,7,3,0.711,4.32,4.8,4.58,4.77,4.65,126.0,337.09842006209436,211.1,4.55,0.661,0,99,36.0,87.0,48.8532,2.3424,entire_place,Great Location; WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response,Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
505866708,888814135532522875,"Paris, Ile-de-France, France",1,2,1,1,0.756,5.0,5.0,4.92,5.0,4.59,746.35,525.4075231300919,-220.94,4.96,0.6968000000000001,0,100,43.0,64.1,48.8503,2.3483,entire_place,Highly Rated (0x); WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response,No issues identified,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider raising price - currently undervalued,Airbnb Resource Center | HostIQ Analysis
507301255,1171675047091186254; 1044747124343830525; 1171639524276691926,"Paris, Ile-de-France, France",3,88,57,31,0.656,3.92,3.94,4.2,4.18,3.81,182.51666666666665,572.443970094639,389.93,4.12,0.6146,0,95,28.666666666666668,75.10000000000001,48.846296558935215,2.375572398761378,entire_place,Great Location; WiFi Available; Air Conditioning; Full Kitchen; Quick Response,Below Average Rating; Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
507729478,858484689104318108,"Paris, Ile-de-France, France",1,13,9,4,0.712,4.54,4.62,4.69,4.63,4.22,348.25,515.4856836104043,167.24,4.54,0.6632,0,100,19.0,74.6,48.836,2.3574,entire_place,WiFi Available; Air Conditioning; Full Kitchen; Quick Response,Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Amenities]: Add more amenities || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
509554688,867251904464621937,"Paris, Ile-de-France, France",1,22,16,6,0.755,4.67,4.97,4.95,5.0,4.76,318.0,595.1001900351889,277.1,4.95,0.696,0,100,36.0,74.1,48.8696,2.3699,entire_place,Highly Rated (6x); WiFi Available; Full Kitchen; Well Equipped; Quick Response,Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
512353870,880462047308507179,"Paris, Ile-de-France, France",1,36,26,10,0.745,4.94,4.86,4.82,5.0,4.61,297.77,230.99586362101684,-66.77,4.86,0.6888000000000001,0,100,21.0,75.2,48.8549,2.3682,entire_place,Highly Rated (10x); Great Location; WiFi Available; Full Kitchen; Quick Response,No issues identified,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider raising price - currently undervalued,Airbnb Resource Center | HostIQ Analysis
512746089,1244023005323265213; 1267394734091655357,"Paris, Ile-de-France, France",2,12,2,10,0.24,1.0,1.0,1.0,1.0,1.0,365.5,979.7378248522972,614.24,0.0,0.3,0,100,34.5,77.65,48.86895,2.3449,entire_place,Great Location; WiFi Available; Air Conditioning; Full Kitchen; Well Equipped; Quick Response,Cleanliness Issues; Below Average Rating; Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
515543871,895542393093451174,"Paris, Ile-de-France, France",1,28,27,1,0.993,4.77,5.0,5.0,4.95,4.68,139.0,163.62994913880698,24.63,4.93,0.9944,1,100,13.0,73.9,48.8618,2.3691,entire_place,Superhost Status; Highly Rated (8x); WiFi Available; Full Kitchen; Quick Response; Will Return (5x); Very Clean,Limited Amenities,[Amenities]: Add more amenities,Airbnb Resource Center | HostIQ Analysis
518893133,1156549814364959872,"Paris, Ile-de-France, France",1,6,1,5,0.24,1.0,1.0,1.0,1.0,1.0,328.39,256.46860069068657,-71.92,0.0,0.3,0,100,24.0,88.9,48.86809,2.34943,entire_place,Great Location; WiFi Available; Full Kitchen; Parking Available; Quick Response,Cleanliness Issues; Below Average Rating,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider raising price - currently undervalued || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
522137539,922376104841989198,"Paris, Ile-de-France, France",1,25,25,0,1.0,4.92,5.0,4.94,5.0,4.69,420.63,325.3078030137159,-95.32,5.0,1.0,1,100,29.0,74.6,48.85519,2.38079,entire_place,Superhost Status; Highly Rated (7x); WiFi Available; Full Kitchen; Quick Response; Will Return (5x); Very Clean,No issues identified,[Pricing]: Consider raising price - currently undervalued,Airbnb Resource Center | HostIQ Analysis
523604549,927955989840054947,"Paris, Ile-de-France, France",1,10,7,3,0.721,5.0,5.0,5.0,4.91,4.9,287.06,438.65963490237544,151.6,4.9,0.6560000000000001,0,88,43.0,70.9,48.8745,2.344,entire_place,Highly Rated (3x); WiFi Available; Full Kitchen; Well Equipped,Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Communication]: Improve response time,Airbnb Resource Center | HostIQ Analysis
524475545,931096000157615057,"Paris, Ile-de-France, France",1,17,12,5,0.754,4.93,4.96,4.89,5.0,4.55,162.0,468.9137024185979,306.91,4.94,0.6952,0,100,27.0,74.7,48.87632945150105,2.368115185626349,entire_place,Highly Rated (5x); WiFi Available; Full Kitchen; Parking Available; Quick Response,Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
524708996,1300040698232997307,"Paris, Ile-de-France, France",1,6,4,2,0.701,4.3,4.52,4.7,4.67,4.45,133.0,308.6504508108838,175.65,4.59,0.6462,0,93,32.0,73.8,48.86117977869208,2.339801553091612,entire_place,WiFi Available; Full Kitchen; Well Equipped,Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
526047514,1019019105678840779; 1186184151805619560; 1337611621899064355,"Paris, Ile-de-France, France",4,17,16,1,0.975,4.56,5.0,4.77,5.0,4.68,662.1925,594.9561657026862,-67.24,4.78,0.9794,1,99,55.5,85.35,48.8689,2.346075,entire_place,Superhost Status; Great Location; WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response; Will Return (3x); Very Clean,No issues identified,[Pricing]: Consider raising price - currently undervalued,Airbnb Resource Center | HostIQ Analysis
541551090,1305725373304307802,"Paris, Ile-de-France, France",1,5,3,2,0.711,4.67,4.58,4.51,4.54,4.62,108.0,702.8178971568021,594.82,4.53,0.6624000000000001,0,100,36.0,78.4,48.85661,2.35927,entire_place,Great Location; WiFi Available; Air Conditioning; Full Kitchen; Parking Available; Well Equipped; Quick Response,Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
543070586,1340601124199344870,"Paris, Ile-de-France, France",1,1,0,1,0.698,4.54,4.53,4.59,4.57,4.51,173.0,435.2262054071798,262.23,4.4,0.6520000000000001,0,100,15.0,74.7,48.87063865467187,2.362695886026551,entire_place,WiFi Available; Full Kitchen; Quick Response,Below Average Rating; Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Amenities]: Add more amenities || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
544238207,1091207297249081125,"Paris, Ile-de-France, France",2,12,1,11,0.12,1.0,1.0,1.0,1.0,1.0,332.26,756.1493548397079,423.89,0.0,0.15,0,50,41.0,73.25,48.8504,2.3298,entire_place,WiFi Available; Full Kitchen; Parking Available; Well Equipped,Cleanliness Issues; Below Average Rating; Slow Response; Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Communication]: Improve response time || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
544353526,1176585246940154735; 1173022251772841888,"Paris, Ile-de-France, France",2,28,19,9,0.708,4.21,4.59,4.49,4.5,4.2,323.655,487.8237473711655,164.17,4.5,0.66,0,100,30.5,69.15,48.85106086027082,2.3617866142629556,entire_place,WiFi Available; Full Kitchen; Well Equipped; Quick Response,Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
549151518,1037780486463838268,"Paris, Ile-de-France, France",1,19,13,6,0.733,4.9,4.81,4.91,4.96,4.64,231.0,319.4318022698907,88.43,4.74,0.6792,0,100,43.0,75.9,48.8444,2.3485,entire_place,Great Location; WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response,Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
557825666,1073985231949352262,"Paris, Ile-de-France, France",1,4,3,1,0.988,4.71,4.79,5.0,5.0,4.93,293.85,686.0388722935347,392.19,4.88,0.9904,1,100,3.0,75.5,48.8521,2.37875,entire_place,Superhost Status; Highly Rated (1x); Great Location; WiFi Available; Full Kitchen; Quick Response; Will Return (0x); Very Clean,Overpriced; Limited Amenities,[Pricing]: Consider lowering price - currently above market || [Amenities]: Add more amenities,Airbnb Resource Center | HostIQ Analysis
559379728,1080130262930287020,"Paris, Ile-de-France, France",1,19,18,1,0.983,4.93,5.0,4.98,4.87,4.46,155.01,311.33366350776123,156.32,4.84,0.9872,1,100,28.0,73.8,48.8569,2.3747,entire_place,Superhost Status; Highly Rated (5x); WiFi Available; Full Kitchen; Quick Response; Will Return (3x); Very Clean,Overpriced,[Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
560892322,1102923011454388735,"Paris, Ile-de-France, France",1,20,19,1,0.99,5.0,4.94,4.89,5.0,4.98,761.0,214.15155452294673,-546.85,4.9,0.992,1,100,32.0,74.9,48.85351,2.35531,entire_place,Superhost Status; Highly Rated (6x); WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response; Will Return (4x); Very Clean,No issues identified,[Pricing]: Consider raising price - currently undervalued,Airbnb Resource Center | HostIQ Analysis
562852388,1096662244187409261,"Paris, Ile-de-France, France",1,50,35,15,0.702,4.61,4.43,4.44,4.6,4.34,206.07,268.95596824598124,62.89,4.44,0.6552,0,100,29.0,76.2,48.86172,2.3579,entire_place,Great Location; WiFi Available; Full Kitchen; Quick Response,Below Average Rating; Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
564251645,1142482273114637759; 1239136641042729451,"Paris, Ile-de-France, France",2,3,2,1,0.679,4.34,4.58,4.33,4.57,4.07,162.845,474.87513408744246,312.03,4.31,0.6328,0,96,23.0,65.35,48.855161396821,2.3585134798958247,entire_place,WiFi Available; Quick Response,Below Average Rating; Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
568231770,1131828309025095170,"Paris, Ile-de-France, France",1,8,5,3,0.708,4.64,4.58,4.65,4.7,4.48,199.63,431.96363525469906,232.33,4.5,0.66,0,100,18.0,81.2,48.8593,2.3647,entire_place,Great Location; WiFi Available; Full Kitchen; Quick Response,Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Amenities]: Add more amenities || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
577507547,760742932754652851; 1111577386494311383; 775947006368834647; 1015827559106368174; 1167916177860492333...,"Paris, Ile-de-France, France",55,4534,4534,0,1.0,4.9,5.0,5.0,5.0,5.0,317.58854545454545,615.2404467871647,297.65,5.0,1.0,1,100,32.2,79.89454545454545,48.866231542839365,2.352880168313498,entire_place,Superhost Status; Highly Rated (1360x); Great Location; WiFi Available; Full Kitchen; Well Equipped; Quick Response; Will Return (906x); Very Clean,Overpriced,[Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
579231109,1163060866960206005,"Paris, Ile-de-France, France",1,4,2,2,0.734,5.0,5.0,4.66,4.87,4.69,242.28,319.9014404069674,77.62,4.75,0.6799999999999999,0,100,25.0,79.3,48.85844752371491,2.357376780229651,entire_place,Great Location; WiFi Available; Full Kitchen; Quick Response,Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
593333778,940497189024183408; 1260092742449768375; 51438497; 1044960524179219987; 1115140025751857482...,"Paris, Ile-de-France, France",7,295,290,5,0.985,4.6,5.0,4.84,4.9,4.91,443.5871428571428,682.1818705508342,238.59,4.86,0.9888,1,100,33.57142857142857,74.45714285714287,48.874785714285714,2.359985714285714,entire_place,Superhost Status; Highly Rated (88x); WiFi Available; Air Conditioning; Full Kitchen; Well Equipped; Quick Response; Will Return (59x); Very Clean,Overpriced,[Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
656613870,1141095512155282029; 38013076; 1060823997305272326; 1293307638565650548; 816556675397634779...,"Paris, Ile-de-France, France",11,522,511,11,0.979,4.55,4.6,4.85,4.84,4.94,355.5290909090909,676.3125767925678,320.78,4.8,0.984,1,100,32.45454545454545,61.2,48.85540909090909,2.3738272727272727,entire_place,Superhost Status; Highly Rated (156x); WiFi Available; Full Kitchen; Well Equipped; Quick Response; Will Return (104x); Very Clean,Overpriced,[Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
